archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,HMGA2,2.5774e-06,4.2445,3.243,1,1
1,TNFRSF10B,2.9957e-08,4.1992,3.8154,1,1
1,PLBD1,0.00081984,4.1876,2.9418,1,1
1,CRIM1,1.1776e-06,4.171,3.6792,1,1
1,H2AFJ,0.011904,4.1046,2.35,1,1
1,LAMB2,6.4994e-06,4.0781,3.4702,1,1
1,S100A11,0.023205,4.0618,2.2577,1,1
1,TNFRSF12A,4.7955e-07,4.0522,3.3437,1,1
1,STAT6,0.00017186,3.9881,2.3695,1,1
1,TEAD2,2.1663e-05,3.9424,2.9618,1,1
1,CD44,0.00079435,3.924,3.3292,1,1
1,IGF2BP1,0.00044439,3.9171,2.124,1,1
1,PTPN14,1.0207e-07,3.8912,3.2519,1,1
1,PIEZO1,2.9301e-06,3.8695,3.1551,1,1
1,ITGB5,1.2308e-06,3.8233,3.4723,1,1
1,EGFR,5.0226e-05,3.8122,2.4451,1,1
1,APOBEC3B,3.8583e-05,3.8102,3.0719,1,1
1,COL6A2,7.0571e-06,3.8071,3.085,1,1
1,EHD2,2.4692e-06,3.7936,3.0694,1,1
1,TM4SF1,0.017549,3.7657,2.0328,1,1
1,EPHA2,2.4515e-08,3.7442,3.6117,1,1
1,RRAS,2.1702e-06,3.7284,3.0616,1,1
1,TGFB1,4.2876e-06,3.7259,3.029,1,1
1,CTSL,2.6307e-05,3.7207,3.4458,1,1
1,ISG15,6.2786e-05,3.7198,2.5845,1,1
1,RARG,5.1671e-08,3.7095,3.0095,1,1
1,TRIM5,6.8936e-07,3.7066,2.7949,1,1
1,TIMP1,0.0011549,3.7021,2.8728,1,1
1,PDGFC,6.4994e-06,3.695,3.2662,1,1
1,GJA1,0.0029794,3.6887,3.1299,1,1
1,EPHB4,4.5813e-07,3.6437,3.1139,1,1
1,SPHK1,6.8936e-07,3.6292,3.15,1,1
1,CDC42EP1,2.4346e-05,3.6236,2.9499,1,1
1,FSTL1,1.2962e-05,3.623,3.678,1,1
1,MYADM,2.0833e-05,3.593,3.0334,1,1
1,PSMB9,6.5149e-05,3.5893,2.6951,1,1
1,PLK2,1.4039e-05,3.5869,3.2278,1,1
1,ITGA5,6.7728e-06,3.5847,3.1729,1,1
1,SYDE1,9.7275e-08,3.5728,3.1535,1,1
1,RHBDF1,4.8612e-06,3.5701,2.5892,1,1
1,IER3,1.5331e-06,3.5615,3.172,1,1
1,CAV2,1.0184e-05,3.5597,3.5182,1,1
1,BST2,0.00025131,3.5297,3.409,1,1
1,RNF212,0.0053338,3.4832,1.9974,1,1
1,CYBRD1,1.5816e-05,3.4688,2.5934,1,1
1,SYCP2,3.7791e-06,3.4457,2.5468,1,1
1,NQO1,0.00030804,3.426,2.3373,1,1
1,PMP22,2.8077e-06,3.4253,2.9463,1,1
1,LATS2,6.93e-08,3.4243,3.2041,1,1
1,PYGL,9.7346e-05,3.4128,2.4807,1,1
1,CD99,2.4346e-05,3.3989,3.4408,1,1
1,CALD1,0.00049035,3.3899,2.9467,1,1
1,LTBP1,6.7728e-06,3.3869,2.9879,1,1
1,KDELR3,7.6603e-06,3.3834,2.5962,1,1
1,LGALS3,0.0028957,3.3686,2.1461,1,1
1,PPIC,1.2862e-06,3.3581,2.936,1,1
1,REST,9.2696e-08,3.3148,2.8772,1,1
1,RAB31,3.1904e-06,3.2849,2.8422,1,1
1,ZC4H2,0.011047,3.2772,1.5514,1,1
1,FKBP10,1.6455e-05,3.2391,2.8673,1,1
1,CD70,1.8958e-07,3.236,3.3702,1,1
1,COL12A1,5.0683e-06,3.2214,2.852,1,1
1,FXYD5,2.2524e-05,3.2142,3.3068,1,1
1,IFI35,3.1888e-05,3.2053,2.356,1,1
1,BLVRB,6.93e-08,3.1876,3.2284,1,1
1,STOM,3.8583e-05,3.1785,2.8639,1,1
1,FGFRL1,2.3654e-06,3.1702,2.697,1,1
1,EFEMP2,6.0504e-05,3.1689,2.4485,1,1
1,WTIP,3.8423e-08,3.1659,3.0203,1,1
1,AXL,3.8423e-08,3.1546,3.7515,1,1
1,IL1RAP,9.7346e-05,3.1504,2.1402,1,1
1,OLFM2,4.4712e-06,3.1331,2.8774,1,1
1,PLIN3,5.6999e-08,3.1233,3.1751,1,1
1,CPNE8,0.0021062,3.1123,1.6186,1,1
1,ZYX,3.3202e-07,3.0774,3.2397,1,1
1,PROS1,0.00010845,3.0758,2.3126,1,1
1,SP100,0.0050528,3.0713,1.8398,1,1
1,SERPINH1,1.071e-07,3.0273,2.9076,1,1
1,HFE,6.2786e-05,3.0085,2.1154,1,1
1,RASSF8,3.6228e-06,3.0067,2.4754,1,1
1,NOTCH2,1.725e-07,2.9942,3.0148,1,1
1,CLU,0.0013872,2.9858,2.4499,1,1
1,GAS2L1,3.0264e-07,2.9857,2.4617,1,1
1,ADM,7.8282e-05,2.9712,2.6369,1,1
1,HMOX1,1.6452e-07,2.9527,2.5652,1,1
1,FBXO27,0.01282,2.9507,1.515,1,1
1,OAF,4.4712e-06,2.9503,2.2088,1,1
1,ACTA2,0.0006154,2.9485,2.5191,1,1
1,RBPMS2,1.1964e-05,2.8865,2.2549,1,1
1,WWC2,1.0604e-05,2.8592,2.3327,1,1
1,TUBB4A,0.00047456,2.8401,2.018,1,1
1,MFGE8,1.0779e-06,2.8351,3.589,1,1
1,YBX3,5.508e-06,2.8332,3.3169,1,1
1,RAB34,5.9841e-06,2.8041,2.4991,1,1
1,SERPINB6,0.00041602,2.7774,2.1465,1,1
1,TNFRSF10D,1.7118e-05,2.7757,2.0504,1,1
1,CLDN1,0.0079323,2.7623,2.1312,1,1
1,GABRE,0.00074557,2.7472,2.0116,1,1
1,ETV4,0.00010462,2.7221,2.1445,1,1
1,NOTCH3,0.00047456,2.7136,2.4117,1,1
1,RNF135,4.4878e-05,2.712,2.0023,1,1
1,DKK1,0.00017796,2.7103,2.2943,1,1
1,TCIRG1,0.016339,2.7095,1.6007,1,1
1,TAP1,3.3132e-05,2.7086,2.3154,1,1
1,MICB,6.2786e-05,2.705,2.1753,1,1
1,RHOC,4.5813e-07,2.6861,2.7394,1,1
1,ANXA2,3.9418e-06,2.677,2.9358,1,1
1,FBXO2,0.00023468,2.672,2.5176,1,1
1,TMEM200B,0.00023468,2.6719,1.9838,1,1
1,BCL2L12,2.0829e-07,2.6683,2.5978,1,1
1,SGMS2,6.0198e-07,2.6658,2.1889,1,1
1,NID1,0.0025817,2.6615,1.8706,1,1
1,NFKB2,1.725e-07,2.6552,2.4917,1,1
1,MYOF,2.9532e-05,2.6519,2.6646,1,1
1,COL5A1,7.9801e-06,2.6454,2.4392,1,1
1,BIRC3,3.3132e-05,2.6452,2.4088,1,1
1,SIRPA,0.00020448,2.6388,1.9808,1,1
1,KLHL5,1.9904e-06,2.6081,2.5851,1,1
1,ATP8B3,1.6015e-06,2.6054,2.0853,1,1
1,ZNF217,2.1702e-06,2.5991,2.8623,1,1
1,LAMB1,0.00090094,2.5942,1.9598,1,1
1,AMOTL2,5.2139e-05,2.5475,2.3992,1,1
1,PLEKHA4,0.0012662,2.543,1.6486,1,1
1,MVP,0.0028141,2.5412,1.6959,1,1
1,SP110,1.2308e-06,2.5309,2.1592,1,1
1,IGFBP4,9.389e-05,2.5298,2.5922,1,1
1,AKR1E2,0.014486,2.5218,1.4704,1,1
1,CCDC102A,9.8628e-07,2.5195,2.0456,1,1
1,SMAD3,1.1776e-06,2.5072,2.4929,1,1
1,CCL2,0.00012512,2.5063,2.6167,1,1
1,PCDH7,0.00072223,2.4973,1.5928,1,1
1,CHST3,6.0198e-07,2.4874,2.2478,1,1
1,TRIP6,0.001228,2.4852,1.8219,1,1
1,GADD45B,1.4044e-06,2.483,2.5924,1,1
1,PLAU,3.8583e-05,2.4813,2.1901,1,1
1,ALDH1A3,1.5201e-05,2.4712,1.825,1,1
1,TRIM7,8.3127e-06,2.4522,2.0499,1,1
1,BNC2,0.00038934,2.45,1.8927,1,1
1,FBLN1,0.0012662,2.4451,2.0335,1,1
1,HOXC13,1.0184e-05,2.4425,1.8892,1,1
1,COL6A1,0.00055855,2.4418,2.112,1,1
1,DSE,8.1192e-05,2.4268,1.7791,1,1
1,IL4R,4.8612e-06,2.4246,2.348,1,1
1,SIX5,3.479e-08,2.4146,2.2044,1,1
1,TMEM63A,9.0179e-06,2.4132,2.0712,1,1
1,CCDC80,0.00010092,2.3873,2.0718,1,1
1,ROBO3,0.012508,2.3862,1.3974,1,1
1,FSTL3,1.349e-05,2.3519,2.0514,1,1
1,MR1,5.9841e-06,2.3484,2.0543,1,1
1,COL18A1,7.3528e-06,2.344,2.0738,1,1
1,AGRN,5.508e-06,2.3383,2.4153,1,1
1,LOXL2,7.8282e-05,2.3359,2.0228,1,1
1,METTL7B,0.0015189,2.3291,1.6835,1,1
1,KIF1C,3.3287e-06,2.329,1.9069,1,1
1,LRP10,6.4994e-06,2.3281,2.0442,1,1
1,TGFBR2,3.0689e-05,2.3263,2.3534,1,1
1,FNDC3B,2.2658e-06,2.2917,2.0249,1,1
1,ITGB4,2.9532e-05,2.2905,2.3445,1,1
1,TUBB6,2.6307e-05,2.286,2.5733,1,1
1,EPAS1,0.017137,2.2786,1.536,1,1
1,RGS10,0.00013917,2.2774,2.0148,1,1
1,EPDR1,0.0025817,2.2696,1.7735,1,1
1,EHBP1L1,1.4674e-06,2.2675,2.0952,1,1
1,ERBB2,0.0019282,2.2672,1.475,1,1
1,DOCK1,3.4772e-07,2.2662,2.2795,1,1
1,COL4A1,0.00353,2.2568,1.7218,1,1
1,FRMD6,0.0010206,2.2505,1.8991,1,1
1,SGK1,0.00023468,2.2451,2.4152,1,1
1,BMP4,0.00041602,2.2419,1.5579,1,1
1,SPRY4,0.00010092,2.236,1.7959,1,1
1,GULP1,0.02166,2.2289,1.3139,1,1
1,TWIST1,0.0020453,2.2175,1.7722,1,1
1,EGFL7,0.0032441,2.2165,1.6024,1,1
1,KCNG1,0.0022332,2.2154,1.8502,1,1
1,PAPSS2,0.0010528,2.2144,2.0562,1,1
1,PDLIM7,2.1831e-07,2.2097,2.2932,1,1
1,ACSF2,0.00017796,2.2053,1.7016,1,1
1,TNFRSF1A,3.4421e-05,2.205,2.2293,1,1
1,MYO1C,6.2985e-07,2.1988,1.9366,1,1
1,GNG12,0.00052342,2.196,1.7788,1,1
1,GALNT14,0.017549,2.1944,1.5441,1,1
1,BAG3,8.2505e-07,2.1937,2.1152,1,1
1,TNFSF9,8.2505e-07,2.1881,1.8397,1,1
1,CSF1,3.1904e-06,2.1793,1.9192,1,1
1,MKX,0.0040578,2.1782,1.2763,1,1
1,DUSP6,0.001228,2.1772,2.1505,1,1
1,BCL3,7.6603e-06,2.155,2.053,1,1
1,NABP1,0.001662,2.1499,1.8729,1,1
1,IKBIP,6.2985e-07,2.1496,2.0458,1,1
1,ANXA4,4.1617e-05,2.142,1.8676,1,1
1,EGR1,0.007729,2.1416,1.7064,1,1
1,AHNAK2,9.7801e-06,2.1416,2.2615,1,1
1,PACSIN3,4.7955e-07,2.1338,2.0756,1,1
1,TRIP10,1.2971e-07,2.1249,2.5069,1,1
1,ATXN1,0.0047853,2.1223,1.3046,1,1
1,IL15RA,3.0264e-07,2.1163,1.944,1,1
1,HOMER3,3.7791e-06,2.1056,2.0647,1,1
1,PTGR1,0.00047456,2.1019,2.0384,1,1
1,PDE4A,0.00012964,2.1017,1.4694,1,1
1,VCL,8.0176e-08,2.0998,2.2183,1,1
1,ACOT9,6.8936e-07,2.0951,2.5439,1,1
1,RNF207,0.0090226,2.0927,1.6704,1,1
1,PDGFA,0.00040247,2.0923,1.4498,1,1
1,PLD1,2.9532e-05,2.0911,1.8091,1,1
1,ELK3,3.3287e-06,2.0797,2.3545,1,1
1,MMP17,0.0064317,2.0741,1.4003,1,1
1,ZNF185,6.5149e-05,2.072,1.5952,1,1
1,LRRC8E,9.389e-05,2.0686,1.3281,1,1
1,PROSER2,1.1776e-06,2.0612,1.9222,1,1
1,ASAP3,4.4878e-05,2.0573,1.6904,1,1
1,TEAD4,1.1267e-06,2.0573,1.9201,1,1
1,SCARA3,0.001191,2.0567,1.4122,1,1
1,NOG,6.4994e-06,2.0458,1.659,1,1
1,DRAM1,2.0829e-07,2.0404,2.1904,1,1
1,FGF2,6.4994e-06,2.0391,1.9066,1,1
1,CERCAM,2.0784e-06,2.0379,1.9821,1,1
1,PLCD3,2.0784e-06,2.0272,1.9759,1,1
1,PLXDC2,0.00098941,2.0236,1.4117,1,1
1,TCF7L1,2.1663e-05,2.0222,1.7509,1,1
1,SLC12A4,7.013e-05,2.0181,1.8889,1,1
1,SPATA20,1.7118e-05,2.0167,1.6334,1,1
1,CRTAP,1.7474e-06,2.0164,2.0091,1,1
1,PLEC,1.1776e-06,2.0103,1.8963,1,1
1,AKAP7,0.00019753,2.009,1.4923,1,1
1,ADAM9,2.8891e-07,2.0083,1.9303,1,1
1,GLIS3,0.013139,2.0056,1.4374,1,1
1,PROCR,0.0029794,1.9998,1.8932,1,1
1,SERTAD1,2.8891e-07,1.9953,1.7881,1,1
1,LMNA,6.5896e-07,1.9952,2.246,1,1
1,IL27RA,1.4039e-05,1.9872,1.8277,1,1
1,ADAMTS10,3.1888e-05,1.9862,1.4692,1,1
1,VMP1,7.2754e-05,1.9822,1.4848,1,1
1,IFIT1,5.0226e-05,1.9738,1.5678,1,1
1,10-Sep,4.5813e-07,1.965,2.2248,1,1
1,BCL9L,7.5427e-07,1.9649,1.9912,1,1
1,DECR1,0.0019282,1.9593,1.4054,1,1
1,MYL12A,2.0784e-06,1.9438,1.8398,1,1
1,RILPL2,8.2505e-07,1.9409,1.9226,1,1
1,FUOM,0.00044439,1.9393,1.8066,1,1
1,TCF7L2,1.9904e-06,1.9369,1.7438,1,1
1,ICAM5,0.00044439,1.9359,1.6214,1,1
1,QKI,1.2862e-06,1.9333,1.941,1,1
1,METRNL,0.00024286,1.9318,1.8314,1,1
1,TMEM45A,0.0081404,1.9228,1.4666,1,1
1,EVA1B,0.0007696,1.9224,1.5358,1,1
1,GSTM4,0.0059384,1.9202,1.225,1,1
1,ARPC1B,7.8282e-05,1.9195,1.7808,1,1
1,CLIP4,0.0069616,1.9191,1.566,1,1
1,HOXA1,0.00038934,1.9171,1.2454,1,1
1,CELSR1,0.00035231,1.9131,1.5621,1,1
1,RILP,0.00036427,1.911,1.4017,1,1
1,SLC25A43,0.00021909,1.9103,1.566,1,1
1,ELL2,0.00098941,1.9085,1.431,1,1
1,IFI44,0.0060989,1.906,1.8072,1,1
1,S1PR3,3.3132e-05,1.9043,1.4807,1,1
1,FEZ2,3.0264e-07,1.902,1.8534,1,1
1,FAM114A1,0.0001547,1.8981,1.8735,1,1
1,ZCCHC24,1.3441e-06,1.8977,1.8019,1,1
1,TRPM4,1.5201e-05,1.8973,1.6635,1,1
1,FLNC,0.01282,1.8971,1.8847,1,1
1,SDSL,0.00036427,1.8969,1.6718,1,1
1,RAB3IL1,3.7791e-06,1.8955,1.7498,1,1
1,ATF7IP2,0.0066042,1.8916,1.6701,1,1
1,LTBP2,5.0226e-05,1.8896,1.8848,1,1
1,FBN1,6.0504e-05,1.8893,2.1229,1,1
1,TFAP2C,0.00055855,1.8852,1.3726,1,1
1,EFEMP1,0.0041716,1.8826,2.1738,1,1
1,HEXB,5.2533e-07,1.8767,1.8211,1,1
1,GLI1,3.1904e-06,1.8765,1.6621,1,1
1,UACA,5.7413e-06,1.8715,2.1157,1,1
1,PARVB,0.0066042,1.8676,1.4386,1,1
1,KCTD11,2.0784e-06,1.8672,1.8291,1,1
1,CPNE7,0.019283,1.8643,1.3313,1,1
1,RBMS1,1.7806e-05,1.8635,2.0022,1,1
1,PLOD1,5.4977e-07,1.8624,1.934,1,1
1,S1PR5,9.0179e-06,1.8598,1.5032,1,1
1,PRRX2,0.00047456,1.8574,1.8263,1,1
1,NPAS2,0.00010845,1.848,1.7234,1,1
1,TMEM144,0.00084609,1.8431,1.1921,1,1
1,RBMS3,3.6228e-06,1.8386,1.6676,1,1
1,ADAMTSL4,0.0022992,1.8207,1.4409,1,1
1,ADAMTSL5,1.6015e-06,1.82,1.7789,1,1
1,CYP1B1,0.0013054,1.8187,1.6193,1,1
1,FAH,1.2962e-05,1.8167,1.9806,1,1
1,ARID5B,0.0015653,1.815,1.6147,1,1
1,PRKCQ,0.0097392,1.8092,0.94852,1,1
1,C3,3.7145e-05,1.807,1.9846,1,1
1,CDK6,0.010506,1.8005,1.364,1,1
1,SLC47A1,0.00021167,1.7901,1.4434,1,1
1,PLS3,0.00040247,1.7895,2.0367,1,1
1,LDLRAP1,1.349e-05,1.7872,1.7077,1,1
1,ETV5,0.0027346,1.7779,1.5385,1,1
1,SLC35D2,0.0028141,1.7763,1.4723,1,1
1,PCSK6,0.021165,1.775,0.94816,1,1
1,C1S,7.2111e-07,1.7736,1.9245,1,1
1,SH3KBP1,4.3218e-05,1.7717,2.0342,1,1
1,TPBG,0.0016129,1.7702,1.7264,1,1
1,FZD7,0.00038934,1.7699,1.475,1,1
1,MAP3K6,1.3441e-06,1.7669,1.688,1,1
1,CTSB,5.8301e-05,1.7659,1.2793,1,1
1,PARP3,2.9532e-05,1.7617,1.5862,1,1
1,SMAD6,7.2111e-07,1.759,1.8195,1,1
1,ANTXR1,0.0073363,1.7584,1.3406,1,1
1,SFXN3,3.0689e-05,1.758,1.7094,1,1
1,F3,0.017969,1.7557,1.3774,1,1
1,OSGIN1,1.5201e-05,1.7553,1.512,1,1
1,CAP2,3.7145e-05,1.7525,1.9929,1,1
1,NTN1,0.00018427,1.7492,1.5077,1,1
1,COL5A2,0.0079323,1.7457,2.78,1,1
1,EOGT,1.6452e-07,1.7452,1.7806,1,1
1,CTSA,5.508e-06,1.7399,1.4074,1,1
1,ITPRIPL2,8.1192e-05,1.7301,1.5115,1,1
1,NQO2,3.8583e-05,1.723,1.8145,1,1
1,A4GALT,0.016734,1.7224,0.98405,1,1
1,TGIF1,0.00027832,1.718,1.5806,1,1
1,SNX33,2.2524e-05,1.7179,1.5225,1,1
1,RHBDF2,7.8282e-05,1.7131,1.5492,1,1
1,PCOLCE,0.0006154,1.7105,1.8054,1,1
1,SPEF2,0.00052342,1.7088,1.1142,1,1
1,ITGAV,1.4674e-06,1.7058,1.8435,1,1
1,FOSL2,0.00012074,1.6975,1.7259,1,1
1,AGTRAP,1.5816e-05,1.6931,1.5256,1,1
1,CD68,1.9904e-06,1.6911,2.7934,1,1
1,LAMC1,9.0221e-07,1.6878,1.8129,1,1
1,MYLK,0.0020453,1.6845,1.3897,1,1
1,NNMT,0.0031536,1.6834,2.3169,1,1
1,FAM20C,0.00026903,1.683,1.8654,1,1
1,FOSL1,1.6729e-06,1.6824,2.822,1,1
1,LRRC6,0.001228,1.6819,1.0262,1,1
1,SHC1,1.1964e-05,1.6803,1.6637,1,1
1,SH3D19,0.00018427,1.6777,1.2994,1,1
1,PARP14,0.0010206,1.6766,1.4229,1,1
1,TFPI2,0.024846,1.6751,2.7347,1,1
1,HSBP1L1,0.001872,1.6745,1.1778,1,1
1,LPAR3,0.0053338,1.6708,0.90914,1,1
1,FAT1,0.00067758,1.6678,1.875,1,1
1,NOTCH1,0.00028792,1.6666,1.5755,1,1
1,FIBCD1,0.0083534,1.6615,1.1208,1,1
1,INPP4B,0.009256,1.6583,1.142,1,1
1,MAP3K8,1.2308e-06,1.6486,1.6048,1,1
1,HAPLN3,2.0033e-05,1.6485,2.1065,1,1
1,ACTN1,7.6603e-06,1.6478,1.6287,1,1
1,REEP6,0.011047,1.6454,1.1215,1,1
1,ADORA2B,5.2139e-05,1.6451,1.583,1,1
1,SNAP23,4.7955e-07,1.6444,1.5231,1,1
1,RBMS2,1.4674e-06,1.6431,1.8676,1,1
1,TAX1BP3,6.4994e-06,1.6376,1.4267,1,1
1,RDH10,1.7806e-05,1.6284,2.0131,1,1
1,TTC23,0.00084609,1.6242,1.1674,1,1
1,RPL39L,0.00035231,1.6238,1.9054,1,1
1,C1QL4,0.00074557,1.6229,1.4674,1,1
1,ITGA3,0.011904,1.6155,1.538,1,1
1,ENDOD1,1.6455e-05,1.6154,1.4914,1,1
1,ALDH7A1,5.0226e-05,1.6137,2.5811,1,1
1,SUCLG2,1.9904e-06,1.6109,1.6089,1,1
1,EXT1,5.9841e-06,1.6095,1.4878,1,1
1,NAB2,4.1802e-07,1.6071,1.9314,1,1
1,BTNL9,0.0073363,1.6055,1.4725,1,1
1,TPM4,1.9873e-07,1.6024,1.6319,1,1
1,KIF13A,1.104e-05,1.6018,1.869,1,1
1,CD9,0.00050664,1.6015,2.2563,1,1
1,CMTM3,4.3218e-05,1.601,1.7329,1,1
1,FGFR3,0.0015189,1.5988,1.1656,1,1
1,SLC8B1,4.4878e-05,1.5975,1.412,1,1
1,SLIT3,0.004408,1.5955,1.1944,1,1
1,SLFN5,0.00034072,1.5905,1.5123,1,1
1,UBTD1,4.7955e-07,1.5905,1.736,1,1
1,ANLN,5.4977e-07,1.5871,1.439,1,1
1,COL27A1,0.00012964,1.5851,1.2979,1,1
1,GBP3,0.017549,1.5834,1.3602,1,1
1,APOBEC3G,0.001986,1.583,1.312,1,1
1,SIAE,0.001191,1.58,1.2245,1,1
1,BMP1,9.3916e-06,1.5796,1.8233,1,1
1,PPFIBP1,2.3418e-05,1.5787,1.5975,1,1
1,PKN3,0.00030804,1.5777,1.3208,1,1
1,SHISA4,0.00055855,1.5768,1.4247,1,1
1,BOK,0.00025131,1.5704,1.4448,1,1
1,ERRFI1,0.018836,1.5702,1.2357,1,1
1,SPATS2L,0.0025817,1.5688,1.6009,1,1
1,UPP1,0.00037661,1.5687,2.0949,1,1
1,LRP1,3.8131e-07,1.5641,1.7605,1,1
1,ITPR1,2.4346e-05,1.5628,1.4398,1,1
1,GPR157,0.00067758,1.5624,1.2672,1,1
1,BAG2,0.00023468,1.5619,1.1957,1,1
1,BHLHE40,0.0045306,1.5603,1.4514,1,1
1,NFKBIZ,0.00021909,1.5581,1.2469,1,1
1,EVC,6.4994e-06,1.5578,1.4161,1,1
1,RELB,2.3418e-05,1.5547,1.8186,1,1
1,SMARCD3,0.0033369,1.5513,1.2393,1,1
1,NBL1,0.0027346,1.5507,1.3761,1,1
1,DLX4,0.010773,1.5443,1.006,1,1
1,RB1,0.0050528,1.5425,1.2724,1,1
1,DGKA,3.5759e-05,1.5329,1.4962,1,1
1,MAN2A1,0.00012074,1.5253,1.3391,1,1
1,FAS,0.00057693,1.522,1.4446,1,1
1,GALNT10,6.2786e-05,1.517,1.7226,1,1
1,EDN1,0.00020448,1.5138,1.5428,1,1
1,RIPK2,2.6902e-06,1.5097,1.6028,1,1
1,PHLDA3,0.018398,1.5086,1.1791,1,1
1,TSPO,2.6307e-05,1.5076,1.7668,1,1
1,ARHGEF17,0.00020448,1.5066,1.3433,1,1
1,FUCA2,0.015203,1.5033,0.89619,1,1
1,SUMF1,1.6015e-06,1.5002,1.5219,1,1
1,CD151,2.0833e-05,1.494,1.5315,1,1
1,JOSD2,3.1888e-05,1.4923,1.3423,1,1
1,CRLF1,0.0040578,1.4883,0.98093,1,1
1,JDP2,0.010245,1.4869,1.0406,1,1
1,ADAP1,0.0079323,1.4867,0.93809,1,1
1,HERC6,0.00019079,1.4842,1.1999,1,1
1,LTBP3,0.001228,1.4839,1.1089,1,1
1,PLCB3,2.1702e-06,1.4814,1.2486,1,1
1,HOXB13,0.0012662,1.4756,1.0451,1,1
1,BCAS4,0.004408,1.4731,1.2672,1,1
1,FLNA,1.2454e-05,1.4691,1.5615,1,1
1,TMCO4,0.0037331,1.4676,1.05,1,1
1,IQSEC2,5.4121e-05,1.4649,1.4,1,1
1,NEDD4,9.0221e-07,1.4625,1.8141,1,1
1,NPHP3,1.9904e-06,1.4615,1.3296,1,1
1,PON2,0.00031859,1.4527,1.5988,1,1
1,LAMA5,4.8379e-05,1.4526,1.5598,1,1
1,PPP1R13L,9.0551e-05,1.4525,1.3675,1,1
1,TGFBI,0.0064317,1.4506,1.9649,1,1
1,HELZ2,5.8301e-05,1.4501,1.298,1,1
1,MAT2B,9.8628e-07,1.4481,1.4013,1,1
1,SUSD5,3.8583e-05,1.4473,1.3534,1,1
1,LUZP1,4.1802e-07,1.4451,1.4607,1,1
1,GFPT2,3.3132e-05,1.4429,1.6783,1,1
1,CIB1,1.6015e-06,1.4399,1.7468,1,1
1,MSN,0.00017796,1.4396,2.7857,1,1
1,CROT,2.2658e-06,1.4379,1.4555,1,1
1,EIF2AK4,4.1802e-07,1.4369,1.5157,1,1
1,LCAT,0.00052342,1.4367,1.2792,1,1
1,FBXO6,0.0010528,1.4357,1.4261,1,1
1,LAMA1,0.014486,1.4344,1.1675,1,1
1,VASN,1.2454e-05,1.4336,1.48,1,1
1,SERPINE1,0.00036427,1.4332,2.5794,1,1
1,SHISA5,4.6623e-06,1.4273,1.7368,1,1
1,GSTK1,1.5816e-05,1.4264,1.341,1,1
1,SDC4,0.014486,1.4259,1.4717,1,1
1,MOCOS,0.0042883,1.4175,0.92208,1,1
1,THSD4,0.00034072,1.4152,1.1619,1,1
1,TRIM21,0.00023468,1.4146,1.4906,1,1
1,ANGPTL4,0.0097392,1.4143,1.9526,1,1
1,ADA,0.0034322,1.414,1.3837,1,1
1,MT2A,0.017549,1.4123,1.5891,1,1
1,IL6ST,0.0026572,1.4044,1.2106,1,1
1,H6PD,2.0033e-05,1.4037,1.4114,1,1
1,ARHGAP10,0.00054072,1.4007,1.4738,1,1
1,LIF,0.0025083,1.3921,1.3546,1,1
1,C1RL,0.0040578,1.3914,0.99653,1,1
1,SAMD4A,2.0033e-05,1.3913,1.8291,1,1
